episode,xi_total,EA_payoff_mean,ED_payoff_mean
253,2.656533333333333,-14.88168415612678,-7.278133672977136
254,0.7766666666666666,-15.292657519327598,-5.9087476702807
255,4.7381866666666665,-12.365986512801836,-9.083757104750848
256,1.261,-14.946299915056859,-6.282950460733636
257,0.4978666666666667,-15.492278631523693,-5.68887845169097
258,0.46106666666666657,-15.51197549382129,-5.658862473420906
259,2.463146666666667,-14.924945599552643,-7.239472277592688
260,2.6683333333333334,-13.700778624516335,-7.693209674920347
261,1.8615999999999997,-14.522637144168126,-6.770061702692217
262,1.4446666666666665,-15.546246098370053,-6.265600735705643
263,1.4683199999999998,-14.705448603873588,-6.5581499957613785
264,0.7263333333333333,-15.278388741908447,-5.93046004488591
265,1.0676666666666668,-15.68829342808975,-6.4285262411414195
266,0.6426666666666665,-15.941525705101817,-5.85897976937775
267,0.5353333333333332,-15.913679479099985,-5.893055198047449
268,1.876,-15.348220122093071,-6.468650945288784
269,5.940053333333333,-13.224494860861384,-8.661224995022101
270,0.4466666666666666,-15.482704891578656,-5.697419334547302
271,0.8303333333333334,-15.669333250861996,-5.789300493254492
272,0.8423333333333334,-15.845134952247747,-5.956330614110097
273,0.4714,-15.983219365800906,-5.81704553924628
274,0.3485333333333333,-15.565513135213585,-5.609705845355288
275,0.22933333333333325,-16.057770401721072,-5.746561558790521
276,0.42618666666666666,-15.511042900461227,-5.668262352928753
277,2.447093333333333,-14.000912606674609,-7.688797265791812
278,0.9866666666666666,-15.106009761952048,-6.1123050256166715
279,0.1533333333333333,-15.728186496566082,-5.429259528523239
280,0.17966666666666664,-15.71989587864874,-5.4336006592391435
281,1.51264,-15.454647439983937,-6.365561979102228
282,0.5189866666666666,-15.43727345091596,-5.74998022154403
283,0.1606666666666666,-15.723774933764483,-5.732376687935323
284,2.0733333333333333,-14.353799689825273,-6.937569151317607
285,1.4546666666666668,-14.992848708709012,-6.226510048183915
286,3.8606666666666665,-14.322883116749193,-7.529209458986256
287,1.8693333333333333,-15.350015081376,-6.464873289118085
288,1.827,-14.501398556570406,-6.7879053816514965
289,0.6770833333333333,-15.403220874574643,-6.090112575544475
290,3.457333333333333,-13.274318841285421,-8.160981519157115
291,0.8013333333333332,-15.331748436186789,-5.862323092491344
292,2.8333866666666667,-13.557718420329891,-7.8350122684297565
293,0.7127500000000001,-15.769592326486741,-6.047160213351117
294,1.732333333333333,-14.662725207594725,-6.574245986457428
295,1.12006,-14.97893767406389,-6.572576047589569
296,3.5333333333333328,-14.77959573545612,-7.023675801484549
297,3.2956666666666665,-13.512102624708266,-7.847554967482754
298,0.15199999999999997,-15.726604350721598,-5.4293698235135
299,0.3619066666666666,-15.561351980499825,-5.605931580214859
300,0.42573333333333335,-15.50129272333513,-5.6813121002817475
301,3.788,-14.571722933413493,-7.587695602763373
302,1.1509999999999998,-15.002331492912944,-6.2369128236947455
303,1.9616666666666667,-14.471447643434471,-6.819193704730848
304,1.2570666666666666,-15.601259370043543,-6.210723169781395
305,3.08784,-13.805293413398434,-7.503999963751101
306,1.4057066666666667,-14.71518282623143,-6.551252840972353
307,0.27919999999999995,-16.039206375243666,-6.061654912632832
308,0.40419999999999995,-15.536327726624364,-5.638214845173396
309,2.5999999999999996,-13.91903595219243,-7.399901870437985
310,2.8345666666666665,-13.732605169999296,-7.645616826863574
311,0.49699999999999994,-15.995932275334166,-5.80213115574395
312,1.1927499999999998,-14.994899999003454,-6.242121185669523
313,0.7077066666666667,-15.252174698698678,-6.274404786507622
314,2.494933333333333,-14.090076249341283,-7.2269590032161215
315,3.156,-14.860681994176723,-6.960777291334663
316,2.2489999999999997,-14.289164464839633,-6.9815454342631735
317,0.43999999999999995,-15.554478710732376,-5.615318695413322
318,0.3388666666666666,-15.58136832824745,-5.5920395483329015
319,1.5151999999999997,-14.824786451691786,-6.836659574806296
320,2.1541333333333332,-14.328215268959285,-6.936051211808611
321,2.164213333333333,-14.102886204953075,-7.21593442831643
322,2.4038,-14.079582640878602,-7.2385410463146735
323,1.0085,-15.138861192058146,-6.066217590019639
324,4.822933333333332,-13.506425643388475,-8.38529940391135
325,0.20666666666666664,-15.698641913837449,-5.759585758880383
326,0.0666666666666666,-15.79339483157526,-5.356214390401295
327,2.4776,-14.063903850731762,-7.231679508537127
328,1.1730666666666667,-14.986123899400118,-6.229755464462013
329,1.1234133333333334,-14.94640495484332,-6.298581997150637
330,0.6470666666666667,-15.35043890316837,-5.848045937957471
331,4.749833333333333,-12.706822233596384,-9.102482874828016
332,3.0490666666666666,-14.791807915138957,-7.033340753134862
333,2.5394666666666668,-14.137468497916723,-7.189674416956195
334,0.9533133333333332,-15.767150853319471,-6.032679403405863
335,1.5259999999999998,-15.606009712957137,-6.1913590246568635
336,0.4383999999999999,-15.519441077715449,-5.655896217689465
337,2.1761066666666666,-14.39846229512602,-7.201049684655448
338,1.5026666666666666,-14.678961414006729,-6.592240341683212
339,2.2496666666666663,-15.27946405931967,-6.531903274964834
340,0.7667733333333333,-15.26848899085735,-5.930896061001586
341,4.250719999999999,-12.657764298803572,-8.767772564991258
342,1.04575,-15.142435663177212,-6.064421414644865
343,0.22808333333333325,-15.662027860940723,-5.807103983091952
344,0.8291199999999999,-15.251977090559578,-5.942999396919426
345,1.4384000000000001,-14.812071276641719,-6.429756236409427
346,0.0666666666666666,-15.79339483157526,-5.356214390401295
347,2.8373333333333335,-15.087236790437213,-6.72651210414686
348,1.4619999999999997,-15.471710374405525,-6.345213291473361
349,1.806,-14.595063038812967,-6.983451970857882
350,0.7996666666666666,-15.327080854808848,-5.862399252551134
351,0.22274999999999995,-15.670302334356228,-5.491179746319485
352,1.669333333333333,-14.791388235105783,-6.4558287037707345
353,0.359,-15.559700210527488,-5.613289570717562
354,0.20499999999999993,-16.068245924549366,-5.735184990690527
355,1.2306666666666666,-15.01362439299714,-6.192957266599278
356,1.7827199999999999,-14.549609381458563,-6.7199064718223305
357,1.373133333333333,-14.830370764689077,-6.4199073266359195
358,1.3106666666666666,-14.992459311898179,-6.217195508084922
359,2.417133333333333,-14.023397927407323,-7.324533708086633
360,2.5272,-14.074600808785707,-7.222440842392158
361,2.4379999999999997,-15.04765206860625,-7.107123157812243
362,0.6608,-15.35757251200021,-5.826395884110701
363,0.6893333333333334,-15.384295606613758,-5.8047214398423215
364,0.8698333333333332,-15.256890360726528,-5.9493554696477
365,0.99932,-15.667949886013528,-6.144578899464121
366,1.296,-14.906096856966082,-6.336731989239923
367,0.457,-15.49379820690659,-5.994912459792975
368,2.9949999999999997,-14.813181800994462,-7.012034052610179
369,3.269,-14.494121452599273,-7.357232539290557
370,1.29132,-15.51914651783352,-6.298254841949234
371,1.6975999999999998,-14.51036690858832,-6.79303713430775
372,0.8021333333333334,-15.241201032843962,-5.9655645110666935
373,1.5965333333333334,-14.749021152124055,-6.847317159123657
374,1.7062,-14.59812855654085,-6.658983155771478
375,1.1946666666666665,-15.026579252726165,-6.205863583163384
376,0.8955333333333332,-15.177598408891235,-6.038897466219934
377,0.6096,-15.380412751630802,-5.815100677521153
378,3.8993999999999995,-12.965263782711176,-8.448143396495702
379,3.041333333333333,-13.605334198533647,-8.121064458189121
380,2.1179733333333335,-14.142566270422083,-7.1784606335829775
381,2.7434666666666665,-14.980244144381356,-6.841779253278027
382,1.3089333333333335,-14.896188718648599,-6.336498432499136
383,1.2289866666666664,-14.944044516914797,-6.287393998501922
384,0.31786666666666663,-15.599771480281374,-5.568548341333274
385,0.6009999999999999,-15.411781248129754,-6.087647826220808
386,1.409333333333333,-14.755882508426566,-6.5022470087065
387,1.484,-14.908888035293002,-6.322934120060221
388,0.32166666666666666,-15.59788307134703,-5.575723285333353
389,0.43081333333333327,-15.980656468459301,-5.819760885328292
390,3.901866666666666,-12.84552525372442,-8.64878445951166
391,0.3873333333333333,-15.982832809180904,-6.123511426978477
392,1.7731666666666666,-14.608001161939306,-6.634875676849973
393,0.9079999999999999,-15.233419026964029,-5.975727137049837
394,1.52075,-14.776431446648163,-6.4535184960765815
395,1.4957333333333334,-14.820336195889656,-6.43259644185785
396,1.2416666666666665,-15.598652511369766,-6.215521576970376
397,5.066,-12.254990578456358,-9.626777143061808
398,1.8465999999999998,-15.092350048078629,-6.751130045561425
399,0.8918399999999997,-15.816734214032632,-5.982398764062744
400,1.5586666666666664,-15.36319544210778,-6.464344632201175
401,0.06666666666666665,-15.796334218382611,-5.351774229903102
402,1.454933333333333,-14.813440049206541,-6.432990303096236
403,2.9816,-13.65870634897577,-8.042167737123494
404,2.1253333333333333,-15.403092410615326,-6.3985752124847455
405,2.6203199999999995,-14.962843065828874,-6.849941641674298
406,1.0913333333333333,-15.751470956815345,-6.0507512640929235
407,0.2626666666666666,-15.660267881559003,-5.499740796461278
408,1.9533333333333331,-14.356532033227051,-6.95051103746901
409,1.4813333333333332,-14.786520902479673,-6.792812961735804
410,0.2930833333333333,-15.629185128245418,-5.536215281474803
411,0.7568,-15.243510516949524,-5.957115959273337
412,1.2398333333333333,-15.634582629833119,-6.1728259579932665
413,0.3933333333333333,-15.573476172753068,-5.5924649601691385
414,1.5941866666666664,-15.39626821137188,-6.417283001050885
415,1.6144,-14.83864994145269,-6.70796653579316
416,2.623333333333333,-13.902048402367875,-7.454515535572481
417,0.4346666666666666,-15.552580802583847,-5.61925775788741
418,0.30266666666666664,-16.05623257419076,-5.7436307795167
419,0.3846166666666666,-15.979740086648954,-5.82511252109574
420,0.78544,-15.219613490672272,-5.996661924317026
421,0.19999999999999996,-15.700106962523993,-5.759276279037067
422,1.1073066666666667,-14.885695542175661,-6.364005846827794
423,0.6690266666666667,-15.834079326147384,-5.972414428966999
424,2.660833333333333,-13.933181344123575,-7.395988474809807
425,0.6666666666666665,-15.829867013557555,-5.980018098027287
426,2.2059999999999995,-14.177247307313724,-7.160127859418625
427,1.2872,-15.275949831262928,-6.224541194787495
428,0.8933333333333333,-15.219653309904267,-5.977991785157383
429,2.3406666666666665,-14.20847178175002,-7.104561253134981
430,3.626666666666667,-13.435383385922323,-7.96034971330341
431,0.0333333333333333,-15.818474960424943,-5.328120106508239
432,0.8079999999999999,-15.348812201148572,-5.836334505834353
433,1.03844,-15.04701110066765,-6.493957184666778
434,1.93825,-14.426334984695439,-6.862481670382959
435,4.336333333333332,-12.647108760888633,-8.813901668549438
436,1.1791999999999998,-14.986928364665614,-6.247276997673918
437,1.2125833333333333,-15.652276602868994,-6.1579488529101045
438,0.8645333333333334,-15.698385781766248,-6.1161673965656504
439,1.232,-14.923500836111042,-6.645685682396686
440,1.6789999999999998,-14.661244304640665,-6.608195842711289
441,2.449416666666666,-14.065274020846054,-7.2568252868765075
442,1.9663333333333335,-14.503844529204068,-6.77327636186394
443,0.39573333333333327,-16.02013598304083,-5.779399364882746
444,0.30066666666666664,-15.617669978976892,-5.552267277600308
445,2.58,-15.14220258954726,-6.986770280708343
446,0.7146666666666666,-15.354897895360768,-5.833487355001573
447,0.19081333333333328,-15.662267844909778,-5.5043186119249965
448,0.5840833333333333,-15.426502278151762,-5.756824553939213
449,1.6293333333333333,-14.8394288603486,-6.3886898734997
450,0.2933333333333332,-15.660618531612606,-5.501832243293832
451,0.6724999999999999,-15.338577120903658,-6.174769455855138
452,0.1533333333333333,-15.753864968753756,-5.3984877881383815
453,0.8070833333333334,-15.274114770859747,-5.931054711286849
454,2.122,-14.478916188912681,-6.7718672021260335
455,0.5735,-15.422610046099713,-5.765010766369578
456,0.8339733333333332,-15.232595848392492,-5.956410963397698
457,0.5283333333333333,-15.439064918458872,-6.05236092937402
458,0.2983333333333333,-15.63181658690488,-5.530125047286397
459,2.224333333333333,-14.209372835181405,-7.108390219597274
460,0.3173333333333333,-16.02426420388661,-5.779033486860143
461,4.085333333333333,-12.959596817297871,-8.513798247902223
462,0.8846666666666667,-15.204091762527025,-6.002615055714137
463,2.106583333333333,-14.34557481749026,-7.273449486946504
464,0.96872,-15.113161914282932,-6.1046240839440085
465,0.3014166666666666,-15.620422215671855,-5.545857300023265
466,1.3253333333333335,-14.965081170052489,-6.266939458757944
467,2.0762666666666663,-14.443479072528449,-6.831847484707056
468,4.413333333333333,-14.058558724125355,-7.806127814963894
469,0.8610666666666666,-15.722973615871734,-6.396167260658951
470,1.2296666666666667,-14.95470559766019,-6.2869345569307304
471,6.047413333333331,-11.447517556873912,-10.0501915114543
472,1.8181866666666666,-15.372426436026082,-6.450775358801483
473,2.576693333333333,-14.00922368529827,-7.326730393148404
474,0.9096,-15.124518335235035,-6.09831788333362
475,2.059413333333333,-14.38595176106297,-7.291650318207831
476,0.0733333333333333,-15.790778540006496,-5.357842973788163
477,4.756959999999999,-12.185426212116568,-9.342618880457097
478,0.32319999999999993,-15.592773449265861,-5.578973576060585
479,0.8357333333333332,-15.736234668055335,-6.075421095348062
480,0.65872,-15.34334912496173,-5.849279554420466
481,1.2370666666666665,-14.876363297536521,-6.675672506060824
482,3.294466666666666,-13.430021937099287,-7.960197914691687
483,1.0476666666666667,-15.581160320797608,-6.238958123649614
484,3.9363333333333337,-13.236939405465419,-8.131152525819436
485,2.1234666666666664,-14.182332551612859,-7.119308770709393
486,0.6476666666666666,-15.39490713792335,-5.797418920523928
487,2.6479999999999997,-13.86391469671053,-7.80053077161182
488,0.5653333333333332,-15.430541528574874,-5.7578562033489895
489,0.7365333333333333,-15.318081885428388,-5.881491387880784
490,0.6706666666666666,-15.318662703715098,-5.878501554533274
491,3.0727999999999995,-13.52540583189251,-7.875337672156995
