episode,s_P1,s_P2,pP1_GA1,pP1_GA2,pP1_GA3,pP2_GA1,pP2_GA2,pP2_GA3,p_GA1,p_GA2,p_GA3
138,0.2943044978663063,0.7056955021336937,0.8612688971987803,0.0511993663900783,0.0875317364111414,0.8614940755955215,0.0511443262310676,0.0873615981734107,0.8614278045805384,0.0511605247974277,0.0874116706220339
139,0.2921088643910799,0.70789113560892,0.8612634324978727,0.0511957745946269,0.0875407929075002,0.8614924461855594,0.0511394718586607,0.0873680819557798,0.8614255492573193,0.0511559183869259,0.0874185323557547
140,0.2943734875734705,0.7056265124265295,0.8613176243424949,0.0512029743482273,0.0874794013092776,0.8615382942274813,0.0511496948507009,0.0873120109218177,0.8614733348638355,0.0511653789222039,0.0873612862139605
141,0.2966924023111817,0.7033075976888183,0.8613723764774065,0.0512099635241803,0.0874176599984132,0.8615846139020912,0.0511596540077694,0.0872557320901393,0.861521644670701,0.0511745804590524,0.0873037748702463
142,0.2949919654320647,0.7050080345679354,0.8613908042573684,0.0512102564112482,0.0873989393313835,0.8616019215582489,0.051160267265968,0.087237811175783,0.8615396436507254,0.0511750136621845,0.0872853426870901
143,0.2937641246905194,0.7062358753094806,0.8614327905325181,0.0512148120834247,0.0873523973840569,0.861637935858513,0.0511668412871936,0.0871952228542934,0.8615776715213879,0.0511809333861591,0.087241395092453
144,0.2921652356097054,0.7078347643902946,0.8614518264555757,0.0512151822273323,0.0873329913170919,0.8616555808739688,0.0511675692728273,0.0871768498532039,0.8615960509163124,0.0511814801228984,0.0872224689607892
145,0.2909439069759463,0.7090560930240536,0.8614894057751703,0.0512189321259756,0.0872916620988538,0.8616879327510699,0.0511730224424376,0.0871390448064922,0.8616301725370616,0.0511863795851342,0.087183447877804
146,0.2899093424444661,0.7100906575555339,0.8615345079231137,0.0512239232894686,0.0872415687874176,0.8617262582577896,0.0511802218811629,0.0870935198610475,0.8616706680443501,0.0511928913277087,0.0871364406279411
147,0.2884548019007328,0.7115451980992672,0.8615539091979254,0.0512242242760378,0.0872218665260366,0.8617440367108761,0.0511808680166795,0.0870750952724444,0.8616891935167921,0.0511933743378839,0.087117432145324
148,0.2870895206403616,0.7129104793596385,0.8615762450422507,0.0512251551487126,0.0871985998090366,0.8617640563125306,0.0511823907377215,0.0870535529497477,0.8617101376649752,0.0511946679519734,0.0870951943830514
149,0.2855692170353962,0.7144307829646038,0.8615879540169236,0.051224275388284,0.0871877705947922,0.861775499030356,0.0511813772166946,0.0870431237529493,0.8617219419477111,0.0511936276139677,0.087084430438321
150,0.2846423036453601,0.71535769635464,0.8616306931092677,0.0512290746221926,0.0871402322685396,0.8618116134355466,0.0511883007983876,0.0870000857660656,0.8617601158570983,0.0511999067535239,0.0870399773893777
151,0.2836810726690556,0.7163189273309444,0.8616689116798031,0.0512329182778735,0.0870981700423233,0.8618441206090927,0.0511939009017843,0.0869619784891229,0.8617944171520906,0.051204969392886,0.0870006134550233
152,0.2822072762709011,0.7177927237290989,0.8616763287626358,0.051231221804802,0.087092449432562,0.8618519961400556,0.0511917450518657,0.0869562588080787,0.8618024215279444,0.0512028856787879,0.0869946927932678
153,0.2807152694349339,0.7192847305650661,0.8616812609344537,0.0512293266219864,0.0870894124435597,0.8618577545599623,0.0511892956978486,0.086952949742189,0.861808210104324,0.0512005329895037,0.0869912569061721
154,0.2796258699509206,0.7203741300490795,0.8617073152124318,0.0512313960414336,0.0870612887461345,0.8618802629198966,0.0511923824733589,0.0869273546067442,0.8618319022667409,0.0512032916762717,0.0869648060569874
155,0.2775449108060207,0.7224550891939793,0.8616752191851274,0.0512231867054714,0.087101594109401,0.8618562604367421,0.0511810813186546,0.0869626582446032,0.8618060133587105,0.0511927674544831,0.0870012191868062
156,0.2754343009287499,0.7245656990712501,0.8616411217429198,0.0512152510818457,0.0871436271752345,0.8618303936505782,0.0511701091605151,0.0869994971889064,0.8617782616750069,0.0511825427940594,0.0870391955309335
157,0.2745645973659282,0.7254354026340718,0.8616776848409566,0.0512203045175725,0.0871020106414709,0.861860767911978,0.0511772854827613,0.0869619466052606,0.8618104997822984,0.0511890969867333,0.0870004032309681
158,0.2761401274989419,0.7238598725010581,0.8616711914085142,0.0512175046669384,0.0871113039245474,0.8618567839986346,0.0511734819899675,0.0869697340113978,0.8618055344371359,0.0511856384175991,0.087008827145265
159,0.2752635066863831,0.7247364933136169,0.8617062960977839,0.0512223083634603,0.0870713955387556,0.8618859221968372,0.0511803099517184,0.0869337678514443,0.8618364776869195,0.0511918705818097,0.0869716517312707
160,0.2772628558065501,0.72273714419345,0.8617208261628485,0.051223250608687,0.0870559232284644,0.8618986692176472,0.0511817488295949,0.0869195819527578,0.8618493599443883,0.0511932557313871,0.0869573843242245
161,0.2750779512870102,0.7249220487129898,0.8616797573931657,0.0512144093471462,0.087105833259688,0.8618669428992338,0.0511694915384898,0.0869635655622764,0.8618154522937138,0.0511818474372713,0.0870027002690147
162,0.2770380229420829,0.7229619770579172,0.8616933239239131,0.0512157931604608,0.0870908829156259,0.8618786391602615,0.0511714972853033,0.0869498635544352,0.8618272997935624,0.0511837689269814,0.086988931279456
163,0.2756010914889253,0.7243989085110747,0.8616962446633518,0.0512152482449084,0.0870885070917397,0.8618818177199258,0.0511708096505009,0.0869473726295733,0.861830673582983,0.0511830569756239,0.0869862694413931
164,0.2744473911666113,0.7255526088333887,0.8617140397598207,0.0512174148836124,0.0870685453565669,0.8618968255452966,0.0511739087763338,0.0869292656783694,0.8618466604633305,0.0511858489139762,0.0869674906226933
165,0.2734039696934175,0.7265960303065825,0.8617364215394007,0.0512203125237454,0.0870432659368537,0.8619155067012252,0.0511780426373139,0.0869064506614608,0.8618665441070692,0.0511895993920628,0.086943856500868
166,0.2756909086888374,0.7243090913111626,0.8617638341219757,0.0512239745665171,0.0870121913115072,0.8619382310101137,0.0511832600758562,0.08687850891403,0.8618901513735504,0.0511944846907833,0.0869153639356662
167,0.2780750386023865,0.7219249613976135,0.8617954024420753,0.0512282129657313,0.0869763845921932,0.8619643133341093,0.0511892998769145,0.0868463867889761,0.8619173434312866,0.0512001206355894,0.086882535933124
168,0.2772371263422788,0.7227628736577213,0.8618276621894317,0.0512323881677139,0.0869399496428543,0.861990996392197,0.0511952681203905,0.0868137354874124,0.8619457140871889,0.0512055591756402,0.0868487267371708
169,0.2793864011034578,0.7206135988965423,0.8618443678504893,0.0512336293665769,0.0869220027829337,0.8620052976939679,0.0511971406967147,0.0867975616093173,0.8619603360841682,0.0512073351348685,0.0868323287809631
170,0.2777123116044742,0.7222876883955259,0.8618282714538332,0.0512290719300289,0.0869426566161378,0.8619933639115647,0.0511908849307717,0.0868157511576636,0.8619475157034995,0.0512014899306086,0.0868509943658917
171,0.2794713699451087,0.7205286300548914,0.8618247214254957,0.0512270832815942,0.0869481952929099,0.8619913152427328,0.0511882027163511,0.0868204820409161,0.861944757040405,0.0511990687211838,0.086856174238411
172,0.281438584643486,0.7185614153565141,0.8618324996107926,0.0512272612267514,0.0869402391624559,0.8619982415613393,0.0511885453481016,0.086813213090559,0.8619515953813615,0.051199441490192,0.0868489631284465
173,0.2805294507515755,0.7194705492484245,0.8618608862592009,0.051231142408677,0.0869079713321221,0.8620216012550155,0.0511940718828228,0.0867843268621615,0.8619765159655121,0.0512044712570797,0.086819012777408
174,0.2796371335644655,0.7203628664355345,0.8618882783059151,0.051234677209973,0.0868770444841119,0.8620442150591358,0.0511991274288696,0.0867566575119945,0.8620006093524478,0.0512090684677562,0.0867903221797959
175,0.2786007679246135,0.7213992320753865,0.8619058365027026,0.0512363158368151,0.0868578476604823,0.8620590136553538,0.051201539734151,0.0867394466104951,0.8620163383829966,0.0512112283830586,0.0867724332339446
176,0.2776970110273102,0.7223029889726899,0.8619292117792845,0.0512389563651877,0.0868318318555278,0.8620784567806236,0.0512053578822736,0.0867161853371028,0.8620370118898408,0.0512146880805539,0.0867483000296052
177,0.2799633208675554,0.7200366791324447,0.8619469122942482,0.0512405098408485,0.0868125778649032,0.8620933854421293,0.051207660520814,0.0866989540370565,0.8620523783332307,0.0512168571255391,0.0867307645412301
178,0.28223601749492,0.71776398250508,0.8619645115455365,0.0512420170984385,0.086793471356025,0.8621082311401537,0.0512099032025698,0.0866818656572764,0.8620676682941328,0.051218966900646,0.0867133648052209
179,0.2809871063034544,0.7190128936965456,0.861968211691068,0.0512410446454107,0.0867907436635211,0.8621119662050346,0.0512086710928449,0.0866793627021204,0.8620715730401369,0.0512177676437011,0.0867106593161617
180,0.2832900533621243,0.7167099466378758,0.8619864482440664,0.0512427784575476,0.0867707732983859,0.8621272583861805,0.0512112229205861,0.0866615186932334,0.862087368273507,0.0512201622903358,0.0866924694361571
181,0.2814433207165877,0.7185566792834123,0.861956375510011,0.051235915220465,0.086807709269524,0.8621039525500053,0.0512017317739477,0.0866943156760468,0.8620624179778078,0.0512113524766491,0.086726229545543
182,0.2805621610189148,0.7194378389810853,0.8619800431830529,0.0512390515253479,0.086780905291599,0.8621234036018217,0.0512062103147447,0.0866703860834335,0.8620831820929273,0.051215424315762,0.0867013935913105
183,0.2786077971384023,0.7213922028615978,0.8619420522027378,0.0512311557368432,0.086826792060419,0.8620936210013057,0.0511952375279922,0.086711141470702,0.8620513927522218,0.0512052446210374,0.0867433626267408
184,0.2768921804795538,0.7231078195204463,0.8619178246082174,0.0512261887607183,0.0868559866310643,0.8620746456609574,0.0511883307959521,0.0867370235430903,0.8620312231377191,0.0511988133703647,0.086769963491916
185,0.2755767827475495,0.7244232172524505,0.8619160915757743,0.0512255108683111,0.0868583975559144,0.8620735240439306,0.0511874088897472,0.0867390670663221,0.8620301393108561,0.0511979089104162,0.0867719517787277
186,0.2774080612200872,0.7225919387799128,0.861910997405785,0.0512242947713164,0.0868647078228985,0.8620696888745708,0.0511857283149635,0.0867445828104656,0.8620256665818826,0.0511964269608485,0.0867779064572686
187,0.2798515652649476,0.7201484347350524,0.8619381506812733,0.0512288825991694,0.0868329667195573,0.8620915816495858,0.0511921735977609,0.0867162447526533,0.8620486437529433,0.0512024466692644,0.0867489095777922
188,0.2783913156494845,0.7216086843505156,0.8619293876628615,0.0512268555393239,0.0868437567978143,0.862084859644641,0.0511893636282517,0.0867257767271071,0.8620415775950869,0.0511998010507013,0.0867586213542117
189,0.2775087881413036,0.7224912118586964,0.8619522249936071,0.0512305626502063,0.0868172123561865,0.8621033344079004,0.0511945845431209,0.0867020810489786,0.8620614002174631,0.0512045687840178,0.086734030998519
190,0.278622659254175,0.721377340745825,0.8619082256721549,0.0512222191846272,0.086869555143218,0.8620684732215786,0.0511829474329289,0.0867485793454921,0.8620238246232194,0.0511938894328207,0.0867822859439599
191,0.2809733438435757,0.7190266561564244,0.8619309350154287,0.0512262074118101,0.0868428575727612,0.8620867229752013,0.0511885365157996,0.0867247405089991,0.8620429507112133,0.0511991210334172,0.0867579282553693
192,0.2799748741512764,0.7200251258487237,0.8619488646818513,0.0512291173292791,0.0868220179888694,0.8621012336197855,0.0511926339635325,0.0867061324166819,0.8620585741455629,0.051202848389266,0.0867385774651711
193,0.2798251556739445,0.7201748443260555,0.8618379473652672,0.0512091476920909,0.0869529049426418,0.8620128130206366,0.0511647236311691,0.0868224633481941,0.861963881211401,0.0511771546009322,0.0868589641876668
194,0.2785576570015706,0.7214423429984295,0.8618445022084034,0.0512110643134099,0.0869444334781867,0.8620178494226829,0.05116733507838,0.0868148154989369,0.8619695622288255,0.0511795161916324,0.086850921579542
195,0.2776938198376684,0.7223061801623316,0.8618724110931699,0.0512166231207669,0.0869109657860629,0.8620399987589076,0.0511750651775675,0.0867849360635249,0.8619934606998513,0.0511866055615591,0.0868199337385896
196,0.2767656403080215,0.7232343596919786,0.8618949395285108,0.0512208730237335,0.0868841874477556,0.8620579750814927,0.0511809925145187,0.0867610324039883,0.8620128524422789,0.0511920300691874,0.0867951174885338
197,0.2758669289911596,0.7241330710088405,0.8619174819514005,0.0512248658754193,0.0868576521731801,0.8620760539994304,0.0511865824384267,0.0867373635621428,0.8620323092155164,0.0511971435726211,0.0867705472118622
198,0.2778097446994904,0.7221902553005096,0.8619181855078123,0.0512247584979125,0.0868570559942752,0.8620767642359464,0.0511864454809498,0.0867367902831038,0.8620327095199687,0.0511970892104109,0.0867702012696204
199,0.2769748241794564,0.7230251758205436,0.8619438203111146,0.051229085044319,0.0868270946445663,0.8620973856312631,0.051192522692605,0.0867100916761319,0.8620548519037149,0.0512026495435426,0.0867424985527425
200,0.2749635466654929,0.7250364533345071,0.8619012139159603,0.0512211000732696,0.08687768601077,0.8620635547627769,0.0511813644602686,0.0867550807769545,0.8620189169477674,0.0511922903053483,0.0867887927468842
201,0.276196716499948,0.7238032835000521,0.861865081877377,0.05121476439074,0.0869201537318829,0.8620347166518263,0.051172480032173,0.0867928033160008,0.8619878640841191,0.0511841588331685,0.0868279770827123
202,0.2753398716479214,0.7246601283520786,0.8618909620059443,0.0512197410142533,0.0868892969798025,0.8620553015302015,0.0511794169732513,0.0867652814965471,0.8620100523066858,0.0511905197895251,0.086799427903789
203,0.2767239653180959,0.7232760346819042,0.8618633883264981,0.0512149429726354,0.0869216687008664,0.8620332845217132,0.0511726898528316,0.0867940256254552,0.8619862701728809,0.0511843823036907,0.0868293475234284
204,0.2758398915904177,0.7241601084095823,0.8618881830268345,0.0512196976681319,0.0868921193050335,0.8620530082398732,0.0511793175854702,0.0867676741746566,0.8620075428709773,0.051190456023094,0.0868020011059288
205,0.2748334802030315,0.7251665197969684,0.8619044444133184,0.0512226456275942,0.0868729099590874,0.8620660193377354,0.051183438695038,0.0867505419672265,0.8620216131389444,0.0511942140727605,0.0867841727882951
206,0.2770703006751022,0.7229296993248979,0.8619166455395108,0.0512298586212411,0.0868534958392481,0.8620750228517466,0.0511917699196138,0.0867332072286395,0.8620311412022252,0.051202323167626,0.0867665356301486
207,0.275669882073015,0.7243301179269851,0.8619104291289768,0.0512280033892461,0.086861567481777,0.8620702668030735,0.0511893587378312,0.0867403744590951,0.8620262043703046,0.0512000119043295,0.0867737837253659
208,0.2746720636764311,0.725327936323569,0.8619261691649573,0.0512301738527483,0.0868436569822943,0.8620830118677804,0.0511925662509052,0.0867244218813143,0.8620399315589234,0.0512028960085134,0.0867571724325631
209,0.2729428509026204,0.7270571490973796,0.8618989514137121,0.0512246537488555,0.0868763948374323,0.8620614705354751,0.0511849941978003,0.0867535352667245,0.862017112103055,0.0511958189887308,0.0867870689082142
210,0.2752174753231325,0.7247825246768675,0.8619171908547951,0.0512275255420993,0.0868552836031055,0.8620761314498231,0.0511891410994074,0.0867347274507695,0.8620323882205332,0.0511997051688167,0.0867679066106501
211,0.2741417217170168,0.7258582782829833,0.8619278930654694,0.0512289068917394,0.0868432000427912,0.8620848320484604,0.0511912039466559,0.0867239640048837,0.8620418085254588,0.0512015398969349,0.0867566515776064
212,0.2763671354480974,0.7236328645519026,0.8619424664800377,0.0512309271899567,0.0868266063300055,0.8620966475527239,0.051194153870634,0.0867091985766422,0.8620540369713252,0.0512043168075561,0.0867416462211186
213,0.2782886903211526,0.7217113096788474,0.8619410897405997,0.0512300287527889,0.0868288815066114,0.8620957583289842,0.0511930166443083,0.0867112250267075,0.8620527158100888,0.0512033166955034,0.0867439674944078
214,0.2802427116510017,0.7197572883489984,0.8619418712346824,0.0512295754484935,0.0868285533168242,0.8620965722585512,0.0511924952368731,0.0867109325045756,0.862053218424127,0.0512028866959262,0.0867438948799468
215,0.2822831018538799,0.71771689814612,0.8619475237030931,0.0512300490849145,0.0868224272119922,0.862101259599032,0.0511932591166915,0.0867054812842764,0.8620578625534602,0.0512036443030386,0.0867384931435012
216,0.2811981230285836,0.7188018769714164,0.861960766849821,0.0512318629452473,0.0868073702049315,0.8621120168646614,0.0511958968783299,0.0866920862570087,0.8620694856443801,0.0512060104688398,0.0867245038867799
217,0.2828559489271027,0.7171440510728972,0.8619460223128443,0.0512286323326231,0.0868253453545325,0.8621004445883287,0.0511914691854301,0.086708086226241,0.8620567653290611,0.0512019810026945,0.0867412536682443
218,0.2811782451088486,0.7188217548911515,0.8619267575360998,0.0512248286996075,0.0868484137642925,0.8620851770999842,0.0511862089848145,0.0867286139152011,0.8620406329650203,0.0511970680084466,0.086762299026533
219,0.2801222969826195,0.7198777030173805,0.8619418184035175,0.051227343922006,0.0868308376744764,0.8620972555018028,0.0511897835130562,0.0867129609851408,0.8620537141047949,0.0512003050210868,0.0867459808741182
220,0.2786019784838825,0.7213980215161174,0.8619295895927667,0.0512248768015877,0.0868455336056454,0.8620875835474952,0.0511863873306815,0.0867260291218232,0.8620435661191194,0.0511971105734268,0.0867593233074538
221,0.2806553718231263,0.7193446281768737,0.8619360035796142,0.0512258667092956,0.0868381297110902,0.862092752850075,0.051187818526898,0.0867194286230268,0.8620487603252909,0.051198496953676,0.0867527427210331
222,0.2829642890224942,0.7170357109775058,0.8619556446087144,0.0512291564299358,0.0868151989613496,0.8621085094867313,0.0511924728915555,0.0866990176217131,0.8620652541852069,0.0512028530229121,0.086731892791881
223,0.2816046350535708,0.7183953649464292,0.8619536893921584,0.051228431678944,0.0868178789288975,0.8621070797830312,0.0511915143396203,0.0867014058773484,0.8620638843379889,0.0512019104334877,0.0867342052285234
224,0.2838578261143012,0.7161421738856988,0.8619698494384774,0.0512309851630824,0.0867991653984402,0.8621201003618842,0.0511951384634053,0.0866847611747104,0.8620774504613943,0.051205313829649,0.0867172357089566
225,0.2827825433557679,0.7172174566442321,0.8619834714545267,0.0512329551307689,0.0867835734147044,0.8621311446829787,0.0511979561450881,0.0866708991719332,0.8620893852718514,0.0512078532472738,0.0867027614808747
226,0.2817290600669463,0.7182709399330536,0.8619969679460517,0.0512348018674513,0.086768230186497,0.8621421259022969,0.0512006091060957,0.0866572649916072,0.8621012306877228,0.0512102422006135,0.0866885271116636
227,0.280623131273523,0.719376868726477,0.8620062670624413,0.0512358196519704,0.0867579132855881,0.8621497850288516,0.0512021055924313,0.086648109378717,0.8621095105677236,0.0512115665373871,0.0866789228948893
228,0.2797782897660605,0.7202217102339394,0.8620287867778184,0.0512391554960142,0.0867320577261674,0.8621680183403625,0.051206853006647,0.0866251286529903,0.8621290643719124,0.0512158905418774,0.0866550450862101
229,0.2788503510517204,0.7211496489482796,0.8620451505954303,0.0512412328008066,0.0867136166037629,0.8621813947262111,0.0512098485134709,0.0866087567603179,0.8621434030025141,0.051218600033012,0.0866379969644737
230,0.2805229143069124,0.7194770856930877,0.8620264687659823,0.0512370135540024,0.0867365176800152,0.8621667963752149,0.0512040180232414,0.0866291856015435,0.8621274312653153,0.0512132740256896,0.086659294708995
231,0.2795173207578464,0.7204826792421537,0.8620390701775041,0.0512386334262286,0.0867222963962672,0.8621770908470732,0.0512063504839172,0.0866165586690096,0.8621385116793061,0.0512153741254583,0.0866461141952357
232,0.2779673551876545,0.7220326448123455,0.8620200481837053,0.051234566212633,0.0867453856036616,0.8621621453027749,0.0512007201444971,0.0866371345527278,0.8621226469424075,0.0512101282465404,0.0866672248110522
233,0.2769393739200333,0.7230606260799668,0.8620300310270738,0.0512359098995943,0.086734059073332,0.8621702774018349,0.0512026496909618,0.086627072907203,0.8621314376586141,0.0512118607523169,0.0866567015890689
234,0.2760744451059759,0.7239255548940241,0.8620479394415056,0.0512386040656896,0.0867134564928049,0.8621847632131988,0.0512064763880527,0.0866087603987484,0.8621469896663513,0.0512153460188289,0.0866376643148198
235,0.277546655491925,0.722453344508075,0.8620177234320586,0.0512326249048683,0.0867496516630729,0.8621608470271283,0.0511981593956891,0.0866409935771825,0.8621211235519949,0.0512077251824916,0.0866711512655135
236,0.2795704822431288,0.7204295177568711,0.8620180218056837,0.0512324385501322,0.086749539644184,0.8621611714067727,0.0511979207540957,0.0866409078391314,0.8621211510037634,0.0512075709109796,0.0866712780852569
237,0.2811956347107399,0.7188043652892601,0.861998182198908,0.0512287148131143,0.0867731029879777,0.8621453961168815,0.0511927243420238,0.0866618795410947,0.8621040002057786,0.0512028447053857,0.0866931550888357
238,0.2829352003755424,0.7170647996244577,0.8619856142954182,0.0512265023006876,0.0867878834038941,0.8621353493012589,0.0511896271165947,0.0866750235821463,0.8620929839973782,0.0512000604041949,0.0867069555984269
239,0.2819829691596388,0.7180170308403612,0.8620044076427194,0.0512299738774701,0.0867656184798104,0.8621503153041872,0.0511944863029564,0.0866551983928563,0.8621091718285834,0.0512044931945861,0.0866863349768305
240,0.2808895108658254,0.7191104891341746,0.8620139816173353,0.0512315923333357,0.0867544260493289,0.8621579941876418,0.0511967671913042,0.0866452386210539,0.86211754256721,0.0512065492084153,0.0866759082243748
241,0.2822476539542238,0.7177523460457762,0.8619807915144055,0.0512255511224421,0.0867936573631521,0.8621315330019258,0.051188321773608,0.0866801452244662,0.8620889865707196,0.0511988296699747,0.0867121837593056
242,0.2804286708441632,0.7195713291558369,0.8619511902650792,0.0512205051069732,0.0868283046279475,0.8621078039958185,0.0511812353521962,0.0867109606519852,0.8620638850154713,0.0511922477173327,0.0867438672671959
243,0.2827836914888529,0.7172163085111471,0.8619721432560966,0.0512247068833764,0.0868031498605269,0.8621243690749529,0.0511870856230035,0.0866885453020435,0.8620813220959567,0.0511977243018902,0.0867209536021529
244,0.2816956275170675,0.7183043724829324,0.8619840373566928,0.0512270245849093,0.0867889380583977,0.8621337969359856,0.051190320145056,0.0866758829189583,0.8620916103173201,0.0512006596252732,0.0867077300574067
245,0.2790154833175501,0.72098451668245,0.861904479814413,0.051213058238452,0.0868824619471348,0.8620701852783579,0.0511707624566353,0.0867590522650067,0.862023950888247,0.0511825636346412,0.0867934854771118
246,0.2792838514812428,0.7207161485187572,0.8618175530734644,0.0511986039226129,0.0869838430039224,0.8620003878342255,0.0511504693707654,0.0868491427950091,0.8619493250380555,0.0511639125737947,0.0868867623881497
247,0.2780325009520984,0.7219674990479016,0.8618253609582482,0.0512016750254154,0.0869729640163363,0.8620060119433695,0.0511546269058655,0.0868393611507648,0.8619557850981768,0.0511677078122091,0.086876507089614
248,0.2769224510998441,0.7230775489001559,0.8618399393724265,0.0512056898943271,0.0869543707332463,0.862017137878718,0.0511601249963485,0.0868227371249335,0.8619680676340246,0.0511727429395808,0.0868591894263946
249,0.2756413750605124,0.7243586249394875,0.8618435474123612,0.0512074698141399,0.0869489827734987,0.8620196077880371,0.0511625193461731,0.0868178728657898,0.8619710782639921,0.0511749095549731,0.0868540121810348
250,0.2736236664086968,0.7263763335913032,0.8618038409053791,0.0512014202982225,0.0869947387963984,0.8619875249707323,0.0511539745413073,0.0868585004879603,0.8619372646633096,0.05116695682327,0.0868957785134205
251,0.2703678984130265,0.7296321015869736,0.8616902161575738,0.05118278351622,0.0871270003262062,0.8618962152814664,0.0511277971964521,0.0869759875220812,0.8618405197312647,0.0511426637321692,0.087016816536566
252,0.267971476263907,0.7320285237360931,0.8616306440394744,0.0511746543837862,0.0871947015767394,0.8618477477872835,0.0511162265760391,0.0870360256366774,0.8617895701754805,0.051131883561936,0.0870785462625833
253,0.2655423649132037,0.7344576350867964,0.8615695915908028,0.0511666441568494,0.0872637642523478,0.8617979615473713,0.0511047966531892,0.0870972417994395,0.8617373196490289,0.0511212197855751,0.0871414605653959
254,0.2632859818464871,0.736714018153513,0.8615195630682702,0.051160902855156,0.0873195340765738,0.8617568605394152,0.0510965080274342,0.0871466314331505,0.861694383441735,0.0511134622828767,0.087192154275388
255,0.2656406832444551,0.734359316755545,0.8615578461142864,0.0511708940799321,0.0872712598057815,0.8617862804706271,0.0511102165059108,0.087103503023462,0.8617255990121322,0.0511263349381314,0.0871480660497363
256,0.2617431712369901,0.73825682876301,0.8614054835915704,0.0511468891276675,0.0874476272807621,0.8616635197023992,0.0510764666897037,0.0872600136078971,0.8615959805124571,0.0510948992819426,0.0873091202056002
257,0.2600863406916682,0.7399136593083319,0.8613961924719882,0.0511490704983997,0.0874547370296122,0.8616547169440375,0.0510791950960916,0.0872660879598708,0.8615874782601229,0.0510973687337823,0.0873151530060948
258,0.2593161995077456,0.7406838004922545,0.8614389368877892,0.0511600926420356,0.0874009704701752,0.8616876150402968,0.0510943168590925,0.0872180681006107,0.861623128766888,0.0511113735851449,0.0872654976479671
259,0.2584588591950219,0.7415411408049781,0.861474140847156,0.0511689841096359,0.0873568750432082,0.861714779885418,0.0511065257100551,0.0871786944045269,0.861652584594111,0.0511226686367579,0.0872247467691311
260,0.2575809332471436,0.7424190667528565,0.861505984897997,0.0511766495204222,0.0873173655815806,0.8617394896453276,0.051117068788835,0.0871434415658373,0.8616793432745925,0.0511324156492808,0.0871882410761265
261,0.259501146632648,0.7404988533673521,0.8615207893669982,0.0511807874117097,0.0872984232212921,0.8617507772863513,0.0511227198142035,0.087126502899445,0.8616910951575676,0.0511377884223386,0.0871711164200938
262,0.2585016722076722,0.7414983277923279,0.8615441516997098,0.0511861013697418,0.0872697469305484,0.8617690219666448,0.0511300499204811,0.087100928112874,0.8617108926266122,0.0511445393138447,0.0871445680595429
263,0.2573931377947039,0.7426068622052961,0.8615592612225527,0.0511896012804194,0.0872511374970279,0.8617808028653722,0.0511348705151562,0.0870843266194717,0.8617237795667746,0.0511489578385612,0.0871272625946641
264,0.2597759516130407,0.7402240483869593,0.861596797860773,0.0511968188563707,0.0872063832828561,0.8618105917969207,0.0511449170067587,0.0870444911963204,0.8617550532737089,0.0511583998591322,0.0870865468671589
265,0.2590779073910779,0.7409220926089222,0.8616346347434087,0.0512036450836175,0.0871617201729737,0.8618407828334147,0.0511544540705048,0.0870047630960804,0.8617873744176434,0.0511671983752445,0.0870454272071121
266,0.2568606320798452,0.7431393679201549,0.8615788217069522,0.0511935987035774,0.0872275795894703,0.8617962651770341,0.051140399546861,0.0870633352761049,0.8617404125098671,0.0511540643158813,0.0871055231742514
267,0.2592310059087113,0.7407689940912888,0.8616146877010092,0.0512002687190231,0.0871850435799675,0.86182480985459,0.0511497018930645,0.0870254882523453,0.8617703396773537,0.0511628103822234,0.0870668499404229
268,0.2614970059845542,0.7385029940154458,0.8616437528203865,0.0512053250857703,0.0871509220938431,0.8618480697602168,0.0511567817428383,0.0869951484969448,0.8617946414921793,0.0511694756816755,0.0870358828261452
269,0.2613506150233417,0.7386493849766583,0.8615377388053408,0.0511863951655183,0.0872758660291407,0.8617634573874413,0.0511303363513591,0.0871062062611995,0.8617044656971872,0.0511449873569171,0.0871505469458957
270,0.2619052699921177,0.7380947300078824,0.8614764765984989,0.0511763917319894,0.0873471316695116,0.8617142230478327,0.0511162863872676,0.0871694905648997,0.8616519559998304,0.0511320282938049,0.0872160157063648
271,0.2636077811797829,0.7363922188202171,0.8614820758867391,0.051178680071691,0.0873392440415699,0.8617182308915117,0.0511193743790077,0.0871623947294807,0.8616559785946891,0.0511350078210673,0.0872090135842437
272,0.262622198428154,0.7373778015718461,0.8615357272938149,0.0511897951414416,0.0872744775647434,0.8617655710971273,0.0511328750908473,0.0871015538120253,0.8617052090122064,0.051147823559669,0.0871469674281246
273,0.2614078508686361,0.7385921491313638,0.861548309494036,0.0511924246612302,0.0872592658447338,0.8617751503767972,0.051136685454078,0.0870881641691248,0.8617158523891454,0.0511512561204288,0.0871328914904258
274,0.2633708703829663,0.7366291296170336,0.8615647370845094,0.05119553044694,0.0872397324685504,0.8617878960555166,0.0511411694718944,0.0870709344725888,0.8617291224830887,0.0511554865692071,0.0871153909477041
275,0.2658059533210576,0.7341940466789423,0.8616061533602042,0.0512028663313986,0.087190980308397,0.8618206970027324,0.0511515759444735,0.0870277270527939,0.8617636700253013,0.0511652092346663,0.0870711207400323
276,0.2650782437987821,0.7349217562012179,0.8616460024757882,0.0512094962915019,0.0871445012327099,0.8618524227615465,0.0511610182143344,0.0869865590241191,0.8617977052347132,0.0511738686978927,0.087028426067394
